,Name,Age,B,T,Ht,Wt,DoB,Birthplace,minor_urls,major_urls,salary,draft_round,years_in_minors,minor_positions
5067,Jose Rodriguez,25,L,L,"6' 1""",205,"Dec 18, 1974","Cayey, PR",https://www.baseball-reference.com/register/player.fcgi?id=rodrig019jos,https://www.baseball-reference.com/players/r/rodrijo04.shtml,0.0,24,9,ReliefPitcher
5068,Bud Smith,20,L,L,"6' 0""",170,"Oct 23, 1979","Torrance, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=smith-005rob,https://www.baseball-reference.com/players/s/smithbu02.shtml,0.0,4,8,StartingPitcher
5069,Gene Stechschulte,26,R,R,"6' 5""",210,"Aug 12, 1973","Lima, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=stechs001eug,https://www.baseball-reference.com/players/s/stechge01.shtml,1163954.434399678,np.nan,6,ReliefPitcher
5070,Larry Sutton,30,L,L,"5' 11""",175,"May 14, 1970","West Covina, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=sutton002lar,https://www.baseball-reference.com/players/s/suttola01.shtml,-931753.2185071614,21,11,"FirstBaseman,Leftfielder"
5071,Fernando Tatis,25,R,R,"5' 11""",185,"Jan 1, 1975","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=tatis-001fer,https://www.baseball-reference.com/players/t/tatisfe01.shtml,-976462.1596520218,np.nan,9,"ThirdBaseman,Outfielder,FirstBaseman"
5072,Mark Thompson,29,R,R,"6' 2""",205,"Apr 7, 1971","Russellville, KY, US",https://www.baseball-reference.com/register/player.fcgi?id=thomps004mar,https://www.baseball-reference.com/players/t/thompma01.shtml,-1570090.0643889038,2,10,StartingPitcher
5073,Dave Wainhouse,32,L,R,"6' 2""",190,"Nov 7, 1967","Toronto, ON, CA",https://www.baseball-reference.com/register/player.fcgi?id=wainho001dav,https://www.baseball-reference.com/players/w/wainhda01.shtml,-459085.85124452,1,12,ReliefPitcher
5074,Clint Weibl,25,R,R,"6' 3""",180,"Mar 17, 1975","Mount Pleasant, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=weibl-001cli,,0.0,37,10,Pitcher
5075,Darrell Whitmore,31,L,R,"6' 1""",210,"Nov 18, 1968","Front Royal, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=whitmo001dar,https://www.baseball-reference.com/players/w/whitmda02.shtml,-679706.539268257,2,11,Outfielder
5076,Rick Wilkins,33,L,R,"6' 2""",210,"Jun 4, 1967","Jacksonville, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=wilkin001ric,https://www.baseball-reference.com/players/w/wilkiri01.shtml,-11376206.202828383,23,12,"Catcher,FirstBaseman"
5077,Jay Woolf,23,S,R,"6' 1""",170,"Jun 6, 1977","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=woolf-001jas,,0.0,2,7,"Shortstop,Centerfielder"
5078,Ernie Young,30,R,R,"6' 1""",190,"Jul 8, 1969","Chicago, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=young-004ern,https://www.baseball-reference.com/players/y/younger02.shtml,-1812168.544979399,10,17,Outfielder
5079,Corey Avrard,23,R,R,"6' 4""",190,"Dec 6, 1976","Metairie, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=avrard001cor,,0.0,3,6,Pitcher
5080,Adam Benes,27,L,R,"6' 2""",195,"Mar 12, 1973","Evansville, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=benes-001ada,,0.0,20,6,ReliefPitcher
5081,Dave Benham,24,R,R,"6' 2""",187,"Oct 12, 1975","Orlando, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=benham001dav,,0.0,12,4,"Catcher,FirstBaseman"
5082,Patrick Coogan,24,R,R,"6' 3""",195,"Sep 12, 1975","New Orleans, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=coogan001pat,,0.0,3,6,StartingPitcher
5083,Cordell Farley,27,R,R,"6' 0""",185,"Mar 29, 1973","Richmond, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=farley001cor,,0.0,10,5,Outfielder
5084,Lance Franks,24,R,R,"5' 11""",180,"Aug 20, 1975","Russellville, AR, US",https://www.baseball-reference.com/register/player.fcgi?id=franks001lan,,0.0,np.nan,5,ReliefPitcher
5085,Matt Garrick,24,R,R,"6' 0""",185,"Aug 19, 1975","Dallas, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=garric001mat,,0.0,7,6,Catcher
5086,Tristan Jerue,24,R,R,"6' 1""",185,"Dec 12, 1975","Austin, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=jerue-001tri,,0.0,22,4,StartingPitcher
5087,Jeremy Lambert,21,R,R,"6' 1""",220,"Jan 10, 1979","Salt Lake City, UT, US",https://www.baseball-reference.com/register/player.fcgi?id=lamber001jer,,0.0,16,8,ReliefPitcher
5088,Otoniel Lanfranco,23,R,R,"6' 0""",160,"Jul 17, 1976","Cotui, Sanchez Ramirez, DO",https://www.baseball-reference.com/register/player.fcgi?id=lanfra001oto,,0.0,np.nan,4,StartingPitcher
5089,Rob Macrory,25,R,R,"6' 1""",165,"Feb 18, 1975","Montgomery, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=macror001rob,,0.0,14,4,"SecondBaseman,Leftfielder"
5090,T.J. Maier,25,R,R,"6' 0""",180,"Feb 24, 1975","Tehran, IR",https://www.baseball-reference.com/register/player.fcgi?id=maier-001tab,,0.0,30,6,"SecondBaseman,ThirdBaseman,Shortstop"
5091,Chris Martine,24,R,R,"6' 2""",190,"Jul 10, 1975","Camden, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=martin005chr,,0.0,23,5,Catcher
5092,Glenn Murray,29,R,R,"6' 2""",225,"Nov 23, 1970","Manning, SC, US",https://www.baseball-reference.com/register/player.fcgi?id=murray002gle,https://www.baseball-reference.com/players/m/murragl01.shtml,-188604.92255463608,2,11,Outfielder
5093,Jason Navarro,24,L,L,"6' 4""",225,"Jul 5, 1975","West Monroe, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=navarr001mic,,0.0,5,6,Pitcher
5094,Bill Ortega,24,R,R,"6' 4""",205,"Jul 24, 1975","La Habana, La Habana, CU",https://www.baseball-reference.com/register/player.fcgi?id=ortega002wil,https://www.baseball-reference.com/players/o/ortegbi01.shtml,0.0,np.nan,6,na
5095,Josh Pearce,22,R,R,"6' 3""",215,"Aug 20, 1977","Yakima, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=pearce001jos,https://www.baseball-reference.com/players/p/pearcjo01.shtml,0.0,2,7,Pitcher
5096,Eddie Pearson,26,S,R,"6' 3""",225,"Jan 31, 1974","Mobile, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=pearso001edd,,0.0,1,8,FirstBaseman
5097,Marc Ronan,30,L,R,"6' 2""",190,"Sep 19, 1969","Ozark, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=ronan-001edw,https://www.baseball-reference.com/players/r/ronanma01.shtml,0.0,3,11,Catcher
5098,Brian Rupp,28,R,R,"6' 5""",185,"Sep 20, 1971","St. Louis, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=rupp--001bri,,0.0,43,8,"FirstBaseman,ThirdBaseman,Shortstop"
5099,Luis Saturria,23,R,R,"6' 2""",165,"Jul 21, 1976","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=saturr001lui,https://www.baseball-reference.com/players/s/saturlu01.shtml,0.0,np.nan,7,Outfielder
5100,Joe Secoda,22,R,R,"6' 1""",190,"Nov 19, 1977","Garden Grove, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=secoda001jos,,0.0,7,4,Outfielder
5101,Kevin Sheredy,25,R,R,"6' 4""",210,"Jan 3, 1975","Clare, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=shered001kev,,0.0,7,6,ReliefPitcher
5102,Geraldo Vasquez,20,R,R,"5' 11""",150,"Nov 5, 1979","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=vasque001ger,,0.0,np.nan,4,"Shortstop,ThirdBaseman,SecondBaseman"
5103,Jason Bowers,22,R,R,"5' 10""",183,"Jan 27, 1978","Uniontown, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=bowers001tim,,0.0,14,12,"Shortstop,ThirdBaseman,SecondBaseman"
5104,Chance Caple,21,R,R,"6' 6""",240,"Aug 9, 1978","Plano, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=caple-001cha,,0.0,1,5,StartingPitcher
5105,Ryan Christenson,23,R,R,"6' 5""",205,"Aug 10, 1976","Robbinsdale, MN, US",https://www.baseball-reference.com/register/player.fcgi?id=christ002rya,,0.0,36,3,Pitcher
5106,B.R. Cook,22,R,R,"6' 4""",200,"Mar 2, 1978","Salem, OR, US",https://www.baseball-reference.com/register/player.fcgi?id=cook--001bre,,0.0,3,6,Pitcher
5107,Cristobal Correa,20,R,R,"6' 1""",175,"Dec 5, 1979","Las Lomas, VE",https://www.baseball-reference.com/register/player.fcgi?id=correa001cri,,0.0,np.nan,6,StartingPitcher
5108,Mike Crudale,23,R,R,"6' 0""",205,"Jan 3, 1977","San Diego, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=crudal001mic,https://www.baseball-reference.com/players/c/crudami01.shtml,0.0,24,6,"ReliefPitcher,Leftfielder"
5109,Ryan Darr,22,R,R,"6' 1""",180,"Oct 28, 1977","Corona, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=darr--001rya,,0.0,20,3,"ThirdBaseman,Rightfielder"
5110,Billy Deck,23,L,L,"6' 0""",180,"Sep 16, 1976","Richmond, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=deck--001wil,,0.0,3,6,"FirstBaseman,Outfielder"
5111,Jose DeLeon,23,R,R,"6' 3""",152,"Oct 2, 1976","Azua, Azua, DO",https://www.baseball-reference.com/register/player.fcgi?id=deleon004jos,,0.0,np.nan,5,ReliefPitcher
5112,Miguel Diaz,22,R,R,"5' 11""",160,"Sep 29, 1977","El Seibo, El Seibo, DO",https://www.baseball-reference.com/register/player.fcgi?id=diaz--001mig,,0.0,np.nan,5,Outfielder
5113,Darren Dyt,24,L,R,"6' 5""",195,"Dec 15, 1975","Long Beach, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=dyt---001dar,,0.0,63,3,"Outfielder,FirstBaseman"
5114,Troy Farnsworth,24,R,R,"6' 2""",200,"Feb 4, 1976","Salt Lake City, UT, US",https://www.baseball-reference.com/register/player.fcgi?id=farnsw001tro,,0.0,32,6,"ThirdBaseman,FirstBaseman"
5115,Chris Fiora,21,R,R,"6' 0""",210,"Dec 3, 1978","Silver Spring, MD, US",https://www.baseball-reference.com/register/player.fcgi?id=fiora-001chr,,0.0,23,2,ReliefPitcher
5116,Mike Gargano,21,R,R,"6' 2""",200,"Jul 28, 1978","Whittier, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=gargan001mic,,0.0,17,3,ReliefPitcher
5117,Kirk Griffin,25,R,R,"6' 1""",185,"Jun 4, 1975","Sacramento, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=griffi001kir,,0.0,np.nan,3,ReliefPitcher
5118,Bo Hart,23,R,R,"5' 11""",170,"Sep 27, 1976","Creswell, OR, US",https://www.baseball-reference.com/register/player.fcgi?id=hart--001bod,https://www.baseball-reference.com/players/h/hartbo01.shtml,441082.62861169846,33,9,"SecondBaseman,ThirdBaseman,Shortstop"
5119,Tommy Kidwell,23,R,R,"5' 9""",175,"Nov 19, 1976","Watertown, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=kidwel001tho,,0.0,33,3,"SecondBaseman,ThirdBaseman,Shortstop"
5120,Dave Kim,24,R,R,"6' 0""",200,"Apr 2, 1976","Seoul, KR",https://www.baseball-reference.com/register/player.fcgi?id=kim---001dav,,0.0,18,4,Leftfielder
5121,Brian Langen,22,L,L,"6' 7""",210,"Mar 13, 1978","Litchfield, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=langen001bri,,0.0,np.nan,6,ReliefPitcher
5122,Jason Marr,24,R,R,"6' 1""",195,"Sep 9, 1975","Los Angeles, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=marr--001jas,,0.0,28,4,ReliefPitcher
5123,Troy McNaughton,25,L,L,"6' 0""",190,"Jan 27, 1975","Edmonton, AB, CA",https://www.baseball-reference.com/register/player.fcgi?id=mcnaug001tro,,0.0,31,5,Outfielder
5124,Jose Nunez,21,R,R,"5' 10""",175,"Dec 8, 1978","Cotui, Sanchez Ramirez, DO",https://www.baseball-reference.com/register/player.fcgi?id=nunez-004jos,,0.0,np.nan,4,"ThirdBaseman,Shortstop,SecondBaseman"
5125,Kevin Nykoluk,25,R,R,"6' 0""",210,"Apr 2, 1975","Panorama City, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=nykolu001kev,,0.0,np.nan,3,"Catcher,FirstBaseman"
5126,Scott Prather,23,L,L,"6' 2""",180,"Oct 8, 1976","Atlanta, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=prathe001rob,,0.0,16,5,Pitcher
5127,Esix Snead,24,S,R,"5' 10""",175,"Jun 7, 1976","Fort Myers, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=snead-001esi,https://www.baseball-reference.com/players/s/sneades01.shtml,0.0,18,9,Centerfielder
5128,Steve Stemle,23,R,R,"6' 4""",200,"May 20, 1977","Louisville, KY, US",https://www.baseball-reference.com/register/player.fcgi?id=stemle001ste,https://www.baseball-reference.com/players/s/stemlst01.shtml,444230.7692307693,5,8,Pitcher
5129,Damon Thames,23,R,R,"6' 1""",170,"Nov 15, 1976","Dallas, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=thames001pau,,0.0,9,3,"Shortstop,SecondBaseman"
5130,Les Walrond,23,L,L,"6' 3""",205,"Nov 7, 1976","Muskogee, OK, US",https://www.baseball-reference.com/register/player.fcgi?id=walron001les,https://www.baseball-reference.com/players/w/walrole01.shtml,0.0,13,13,Pitcher
5131,Jovany William,23,R,R,"6' 2""",165,"Jan 29, 1977","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=willia001jov,,0.0,np.nan,4,"Catcher,Rightfielder"
5132,Danilo Araujo,23,R,R,"5' 10""",160,"Jan 17, 1977","Bani, Peravia, DO",https://www.baseball-reference.com/register/player.fcgi?id=araujo001dan,,0.0,np.nan,4,SecondBaseman
5133,Ramon Araujo,22,S,R,"5' 10""",150,"Mar 4, 1978","Bani, Peravia, DO",https://www.baseball-reference.com/register/player.fcgi?id=araujo001ram,,0.0,np.nan,5,"Shortstop,SecondBaseman"
5134,Travis Bailey,23,R,R,"6' 2""",198,"Jan 26, 1977","Orlando, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=bailey001tra,,0.0,15,3,"Rightfielder,FirstBaseman,ThirdBaseman"
5135,Greg Clark,23,R,R,"6' 2""",180,"Jan 5, 1977","Toronto, ON, CA",https://www.baseball-reference.com/register/player.fcgi?id=clark-001gre,,0.0,8,4,Catcher
5136,Coco Crisp,20,S,R,"5' 10""",185,"Nov 1, 1979","Los Angeles, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=crisp-001cov,https://www.baseball-reference.com/players/c/crispco01.shtml,86653097.94835415,7,8,Centerfielder
5137,Jeremy Cummings,23,R,R,"6' 2""",215,"Nov 7, 1976","Charleston, WV, US",https://www.baseball-reference.com/register/player.fcgi?id=cummin001jer,,0.0,21,10,StartingPitcher
5138,Chris Duncan,19,L,R,"6' 5""",210,"May 5, 1981","Tucson, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=duncan001chr,https://www.baseball-reference.com/players/d/duncach01.shtml,2120408.234671995,1,11,"FirstBaseman,Outfielder"
5139,Gustavo Escobar,20,R,R,"5' 10""",170,"Jan 30, 1980","Anzoategui, VE",https://www.baseball-reference.com/register/player.fcgi?id=escoba001gus,,0.0,np.nan,5,"Shortstop,ThirdBaseman,SecondBaseman"
5140,Paul Fahs,22,R,R,"6' 3""",195,"Mar 17, 1978","Carmel, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=fahs--001pau,,0.0,18,2,ReliefPitcher
5141,Mike Grippo,24,L,L,"5' 11""",185,"May 6, 1976","New York, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=grippo001mic,,0.0,np.nan,3,ReliefPitcher
5142,Johnny Hernandez,20,S,L,"6' 1""",192,"Sep 11, 1979","Brooklyn, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=hernan005ped,,0.0,15,5,Outfielder
5143,Cheyenne Janke,23,R,R,"6' 5""",230,"Feb 16, 1977","Eau Claire, WI, US",https://www.baseball-reference.com/register/player.fcgi?id=janke-001che,,0.0,16,5,Pitcher
5144,Gabe Johnson,20,R,R,"6' 1""",205,"Sep 21, 1979","Pearisburg, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=johnso001gab,,0.0,3,10,"ThirdBaseman,Catcher,FirstBaseman"
5145,Chris Kelly,23,R,R,"6' 3""",210,"May 29, 1977","Nashua, NH, US",https://www.baseball-reference.com/register/player.fcgi?id=kelly-004chr,,0.0,20,3,"FirstBaseman,ThirdBaseman"
5146,Scotty Layfield,23,R,R,"6' 2""",210,"Sep 13, 1976","Americus, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=layfie001mic,,0.0,20,5,ReliefPitcher
5147,Tim Lemon,19,R,R,"6' 1""",180,"Sep 23, 1980","Inglewood, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=lemon-001tim,,0.0,2,7,Outfielder
5148,Matt Ortiz,22,R,R,"5' 11""",195,"Apr 18, 1978","San Diego, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=ortiz-001mat,,0.0,42,2,"Catcher,Leftfielder,FirstBaseman"
5149,Brandon Peck,23,L,L,"5' 10""",170,"Aug 5, 1976","Oklahoma City, OK, US",https://www.baseball-reference.com/register/player.fcgi?id=peck--001bra,,0.0,28,2,ReliefPitcher
5150,Mike Perkins,21,R,R,"6' 1""",195,"May 29, 1979","Virginia Beach, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=perkin001mic,,0.0,17,3,Pitcher
5151,Jamie Pogue,22,R,R,"6' 4""",230,"Aug 17, 1977","Guelph, ON, CA",https://www.baseball-reference.com/register/player.fcgi?id=pogue-001jam,,0.0,np.nan,3,"Catcher,FirstBaseman"
5152,Trevor Sansom,24,R,R,"6' 4""",190,"May 6, 1976","Charleston, WV, US",https://www.baseball-reference.com/register/player.fcgi?id=sansom001tre,,0.0,32,5,ReliefPitcher
5153,Bryan Schultz,22,R,R,"6' 1""",180,"Dec 27, 1977","Reno, NV, US",https://www.baseball-reference.com/register/player.fcgi?id=schult001bry,,0.0,21,1,ReliefPitcher
5154,Shawn Schumacher,23,L,R,"6' 1""",200,"Aug 18, 1976","Sioux City, IA, US",https://www.baseball-reference.com/register/player.fcgi?id=schuma001sha,,0.0,8,3,Catcher
5155,Kevin Sprague,23,L,L,"6' 4""",215,"Mar 10, 1977","Kansas City, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=spragu001kev,,0.0,10,5,Pitcher
5156,Nick Stocks,21,R,R,"6' 0""",185,"Aug 27, 1978","Tampa, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=stocks001nic,,0.0,1,6,Pitcher
5157,Shaun Stokes,21,R,R,"6' 2""",210,"Aug 23, 1978","Denville, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=stokes001sha,,0.0,7,2,StartingPitcher
5158,Franklin Tejeda,20,R,R,"6' 3""",225,"Apr 7, 1980","Bani, Peravia, DO",https://www.baseball-reference.com/register/player.fcgi?id=tejeda002fra,,0.0,np.nan,3,StartingPitcher
5159,Matt Vincent,23,L,L,"6' 1""",190,"May 10, 1977","Corydon, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=vincen001mat,,0.0,14,3,ReliefPitcher
5160,Key Voshell,23,R,R,"5' 11""",190,"Aug 25, 1976","Cincinnati, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=voshel001key,,0.0,np.nan,2,"SecondBaseman,Shortstop,Leftfielder"
5161,Charlie Williams,22,S,L,"6' 0""",180,"Feb 9, 1978","Houston, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=willia001mel,,0.0,5,3,Outfielder
5162,Chad Yates,23,R,R,"6' 1""",185,"Dec 18, 1976","Ruston, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=yates-001rob,,0.0,37,2,ReliefPitcher
5163,Josh Axelson,21,R,R,"6' 1""",202,"Dec 4, 1978","Ann Arbor, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=axelso001jos,,0.0,5,6,Pitcher
5164,Landon Brandes,21,R,R,"5' 11""",190,"Mar 15, 1979","Warrensburg, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=brande001lan,,0.0,20,2,"ThirdBaseman,Leftfielder"
5165,Carmen Cali,21,L,L,"5' 10""",185,"Nov 4, 1978","Cleveland, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=cali--001car,https://www.baseball-reference.com/players/c/calica01.shtml,0.0,10,10,ReliefPitcher
5166,Jeremy Cook,22,R,R,"6' 6""",235,"May 11, 1978","Yuba City, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=cook--001jer,,0.0,24,6,ReliefPitcher
5167,Jose Espino,20,R,R,"6' 0""",165,"Nov 6, 1979","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=espino001jos,,0.0,np.nan,4,"Outfielder,ThirdBaseman,SecondBaseman"
5168,Dan Firlit,21,R,R,"6' 1""",180,"Nov 22, 1978","Chicago, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=firlit001dan,,0.0,31,5,Shortstop
5169,Mike Floyd,22,R,R,"6' 1""",210,"Sep 1, 1977","Fort Leavenworth, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=floyd-002chr,,0.0,22,3,Outfielder
5170,Roddy Friar,24,R,R,"6' 0""",190,"May 10, 1976","Phoenix, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=friar-001rod,,0.0,12,2,Catcher
5171,Matt Galante,21,R,R,"5' 7""",160,"Oct 10, 1978","Staten Island, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=galant001mat,,0.0,13,4,SecondBaseman
5172,John Gall,22,R,R,"6' 0""",195,"Apr 2, 1978","Stanford, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=gall--001joh,https://www.baseball-reference.com/players/g/galljo01.shtml,0.0,11,10,"FirstBaseman,Outfielder,ThirdBaseman"
5173,Dee Haynes,22,R,R,"6' 0""",205,"Feb 22, 1978","Amory, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=haynes001cha,,0.0,14,6,Outfielder
5174,Franklyn Herrera,19,R,R,"6' 0""",185,"Oct 8, 1980","Bonao, Monsenor Nouel, DO",https://www.baseball-reference.com/register/player.fcgi?id=herrer004fra,,0.0,np.nan,1,"Catcher,SecondBaseman"
5175,Jimmy Journell,22,R,R,"6' 4""",200,"Dec 29, 1977","Springfield, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=journe001jam,https://www.baseball-reference.com/players/j/journji01.shtml,0.0,4,6,ReliefPitcher
5176,Chet Medlock,21,R,R,"6' 1""",170,"Oct 23, 1978","Thibodaux, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=medloc001che,,0.0,19,3,Pitcher
5177,Mike Meyer,22,R,R,"6' 2""",180,"Dec 18, 1977","Tucson, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=meyer-003mic,,0.0,23,3,Pitcher
5178,Nathan Meza,22,R,R,"6' 1""",185,"Apr 22, 1978","Fallbrook, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=meza--001nat,,0.0,40,1,Pitcher
5179,Chris Morris,20,S,R,"5' 8""",185,"Jul 1, 1979","Georgetown, SC, US",https://www.baseball-reference.com/register/player.fcgi?id=morris001ken,,0.0,15,6,Centerfielder
5180,Dan Moylan,21,L,R,"6' 0""",190,"Apr 24, 1979","Keene, NH, US",https://www.baseball-reference.com/register/player.fcgi?id=moylan001dan,,0.0,8,7,"Catcher,Outfielder"
5181,Dallas Pollaro,20,R,R,"6' 0""",170,"Jun 27, 1980","Las Vegas, NV, US",https://www.baseball-reference.com/register/player.fcgi?id=pollar001dal,,0.0,32,2,"SecondBaseman,Leftfielder"
5182,Bienvenido Polo,21,R,R,"6' 2""",165,"Jan 4, 1979","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=polo--001bie,,0.0,np.nan,3,ReliefPitcher
5183,Damon Ponce Deleon,22,R,R,"5' 11""",180,"Nov 2, 1977","New York, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=ponced001dam,,0.0,np.nan,3,ReliefPitcher
5184,Kris Rayborn,20,L,L,"6' 4""",170,"Aug 10, 1979","Hattiesburg, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=raybor001kri,,0.0,6,3,Pitcher
5185,Santo Samora,20,R,R,"6' 2""",165,"Dec 10, 1979","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=samora001san,,0.0,np.nan,3,ReliefPitcher
5186,Matt Vriesenga,22,R,R,"6' 5""",190,"Aug 28, 1977","Grand Rapids, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=vriese001mat,,0.0,37,2,ReliefPitcher
5187,Blake Williams,21,R,R,"6' 5""",210,"Feb 22, 1979","Austin, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=willia001bla,,0.0,1,4,Pitcher
5188,Emilio Acosta,20,R,R,"6' 1""",172,"Jan 14, 1980","San Joaquin, Carabobo, VE",https://www.baseball-reference.com/register/player.fcgi?id=acosta001emi,,0.0,np.nan,2,"Catcher,FirstBaseman"
5189,Justin Albertson,20,R,R,"6' 3""",210,"Oct 10, 1979","Los Angeles, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=albert001jus,,0.0,29,2,Outfielder
5190,Roberto Batista,18,R,R,"6' 1""",195,"Mar 10, 1982","Guaymate, La Romana, DO",https://www.baseball-reference.com/register/player.fcgi?id=batist001rob,,0.0,np.nan,6,ReliefPitcher
5191,Shaun Boyd,18,R,R,"5' 11""",188,"Aug 15, 1981","Corona, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=boyd--001sha,,0.0,1,8,"Outfielder,SecondBaseman"
5192,Richie Burgess,20,R,R,"6' 4""",210,"Oct 9, 1979","Redlands, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=burges001ric,,0.0,33,3,Pitcher
5193,Francisco Cedano,19,R,R,"6' 3""",175,"Jan 3, 1981","Hato Mayor del Rey, Hato Mayor, DO",https://www.baseball-reference.com/register/player.fcgi?id=cedano001fra,,0.0,np.nan,1,Catcher
5194,Rene De Los Santos,19,R,R,"6' 1""",160,"Dec 29, 1980","La Victoria, Santo Domingo, DO",https://www.baseball-reference.com/register/player.fcgi?id=deloss001san,,0.0,np.nan,3,"Shortstop,SecondBaseman"
5195,Rigoberto DeJesus,18,R,R,"6' 1""",170,"Oct 25, 1981","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=dejesu001rig,,0.0,np.nan,1,ReliefPitcher
5196,Aneuris Diaz,19,R,R,"6' 2""",165,"Jan 20, 1981","Azua, Azua, DO",https://www.baseball-reference.com/register/player.fcgi?id=diaz--001ane,,0.0,np.nan,3,"ThirdBaseman,Leftfielder"
5197,Matt Dogero,19,R,R,"6' 0""",210,"Jul 3, 1980","Fontana, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=dogero001mat,,0.0,26,2,Catcher
